	Name der Institution	Ort	Name Ministerien	Affiliation ROR	ROR ID	GRID ID	Wikidata ID	Einrichtungsart	URL Webseite Institution	Name GERiT	Ort GERiT	GERiT ID 	URL der Einrichtung GERiT	Name GERiT English	GRID ID GERiT	DFG Instituts ID GERiT	Straße GERiT	Hausnummer GERiT	Postfach GERiT	Postleitzahl vor Ort GERiT	Ort GERiT	DESTATIS Fächerguppe GERiT	DESTATIS Lehr- Forschungsbereich GERiT	DESTATIS Fachgebiet GERiT	Crossref ID 1 GERiT	Crossref ID 2 GERiT	Crossref ID 3 GERiT	Einrichtungsart GERiT	Einrichtungsart GERIT English	OA Webseite der Institution	OA Webseite Datum	OA-Beauftragte/r	OA-Beauftragte/r URL	OA-Beauftragte/r URL Datum	Ansprechperson für Open Access	Ansprechperson für Open Access URL	Ansprechperson für Open Access URL Datum	(Funktions-)Emailadresse	OA Policy	OA Policy Datum	OA Policy URL	OA Policy URL Datum	OA Leitlinie	OA Leitlinie Datum	OA Leitlinie URL	OA Leitlinie URL Datum	Publikationsfonds	Publikationsfonds Art der Finanzierung	Zs. Publikationsfonds	Zs. Publikationsfonds URL	Mono Publikationsfonds 	Mono Publikationsfonds URL	Publikationsfonds Datum Recherche	Repositorium URL	OA-Verlag	OA-Verlag URL	OA-Verlag Datum Recherche	OJS-Standort	OJS-Standort URL	OJS-Standort Datum Recherche	OA/OS-Preis URL	Berliner Erklärung	Datum Berliner Erklärung (Bundesländeratlas)	Berliner Erklärung Datum Recherche	OA2020	Datum OA2020 (Bundesländeratlas)	OA2020 Datum Recherche	DORA Institution	DORA Datum Recherche	Jussieu	Jussieu Datum Recherche	aktualisiert am
Nordrhein-Westfalen	FernUniversität in Hagen	Hagen	FernUniversität in Hagen	University of Hagen	https://ror.org/04tkkr536	grid.31730.36	Q687017	Universität	www.fernuni-hagen.de	FernUniversität in Hagen	Hagen	http://www.gerit.org/de/institutiondetail/10288	www.fernuni-hagen.de	FernUniversität in Hagen	grid.31730.36	10288	NA	NA	NA	58084	Hagen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	www.fernuni-hagen.de/forschung/forschungsfoerderung/publizieren.shtml#:~:text=Als%20Angeh%C3%B6riger%20der%20FernUniversit%C3%A4t%20k%C3%B6nnen,zug%C3%A4nglich%20machen%20(Open%20Access).	01.12.2020	NA	NA	01.12.2020	Recherche fehlt	ub-deposit.fernuni-hagen.de/content/social/contact.xml	18.12.2020	publizieren[​dot]ub[at]fernuni-hagen[​dot]de	nein	NA	NA		NA	NA			ja	Eigenmittel	ja	www.fernuni-hagen.de/forschung/forschungsfoerderung/iffp2016-2020.shtml	nein	NA	01.12.2020	ub-deposit.fernuni-hagen.de/content/index.xml;jsessionid=A3AEFAC10E03076AB6955150F2F34973	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		01.12.2020
Nordrhein-Westfalen	Philosophisch-Theologische Hochschule SVD Sankt Augustin	Sankt Augustin	Philosophisch-Theologische Hochschule SVD St. Augustin	NA	https://ror.org/01ej3e061	grid.466243.1	Q2088271	Universität	www.pth-augustin.eu	Philosophisch-Theologische Hochschule SVD Sankt Augustin	Sankt Augustin	http://www.gerit.org/de/institutiondetail/13026	www.pth-augustin.eu	Philosophisch-Theologische Hochschule SVD Sankt Augustin	grid.466243.1	13026	Arnold-Janssen-Straße	30	NA	53757	Sankt Augustin	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	NA	44193	NA	NA	28.12.2020	Recherche fehlt	NA	28.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	44193	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		08.07.2021
Nordrhein-Westfalen	Rheinisch-Westfälische Technische Hochschule Aachen	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	RWTH Aachen University	https://ror.org/04xfq0f34	grid.1957.a	Q273263	Universität	www.rwth-aachen.de/go/id/a/?	Rheinisch-Westfälische Technische Hochschule Aachen	Aachen	http://www.gerit.org/de/institutiondetail/10293	www.rwth-aachen.de/go/id/a/?	RWTH Aachen University	grid.1957.a	10293	Templergraben	55	NA	52062	Aachen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	501100007210	NA	NA	Universität	university	www.ub.rwth-aachen.de/go/id/iigq	01.12.2020	NA	NA	01.12.2020	Recherche fehlt	www.ub.rwth-aachen.de/go/id/iigq	01.12.2020	arnold[at]ub[​dot]rwth-aachen[​dot]de; mescherowsky[at]ub[​dot]rwth-aachen[​dot]de	ja	04.2016	www.rwth-aachen.de/cms/root/Die-RWTH/Profil/~lkcc/Open-Access-Policy-der-RWTH-Aachen/		NA	NA			nein	NA	NA	NA	NA	NA	01.12.2020	publications.rwth-aachen.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		01.12.2020
Nordrhein-Westfalen	Theologische Fakultät Paderborn	Paderborn	NA	Theologische Fakultät Paderborn	https://ror.org/00e8f1a50	grid.500256.4	Q883284	Universität	www.thf-paderborn.de	Theologische Fakultät Paderborn	Paderborn	http://www.gerit.org/de/institutiondetail/13008	www.thf-paderborn.de	Theologische Fakultät Paderborn	grid.500256.4	13008	Kamp	6	NA	33098	Paderborn	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	NA	28.12.2020	NA	NA	28.12.2020	Recherche fehlt	NA	28.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	28.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		28.12.2020
Nordrhein-Westfalen	Technische Universität Dortmund	Dortmund	Technische Universität Dortmund	TU Dortmund University	https://ror.org/01k97gp34	grid.5675.1	Q685557	Universität	www.tu-dortmund.de/	Technische Universität Dortmund	Dortmund	http://www.gerit.org/de/institutiondetail/10274	www.tu-dortmund.de/	TU Dortmund University	grid.5675.1	10274	NA	NA	NA	44221	Dortmund	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	www.ub.tu-dortmund.de/open-access/index.html.de	01.12.2020	NA	NA	01.12.2020	Recherche fehlt	www.ub.tu-dortmund.de/open-access/index.html.de	01.12.2020	open-access[at]tu-dortmund[​dot]de	ja	01.04.2015	www.ub.tu-dortmund.de/open-access/index.html.de		NA	NA			ja	DFG-Kofinanziert	ja	www.ub.tu-dortmund.de/open-access/index.html#foerderung	nein	NA	01.12.2020	eldorado.tu-dortmund.de/?locale=de	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		01.12.2020
Nordrhein-Westfalen	Rheinische Friedrich-Wilhelms-Universität Bonn	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	University of Bonn	https://ror.org/041nas322	grid.10388.32	Q152171	Universität	www.uni-bonn.de	Rheinische Friedrich-Wilhelms-Universität Bonn	Bonn	http://www.gerit.org/de/institutiondetail/10284	www.uni-bonn.de	University of Bonn	grid.10388.32	10284	Regina-Pacis-Weg	3	NA	53113	Bonn	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	www.uni-bonn.de/forschung/forschungsdezernat/7.1-forschungsfoerderung/open-access	01.12.2020	NA	NA	01.12.2020	NA	www.ulb.uni-bonn.de/de/service/wissenschaftliches-publizieren/open-access	01.12.2020	openaccess[at]ulb[​dot]uni-bonn[​dot]de	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	01.12.2020	bonndoc.ulb.uni-bonn.de/xmlui/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		01.12.2020
Nordrhein-Westfalen	Universität zu Köln	Köln	Universität zu Köln	University of Cologne	https://ror.org/00rcxh774	grid.6190.e	Q54096	Universität	www.uni-koeln.de/	Universität zu Köln	Köln	http://www.gerit.org/de/institutiondetail/10282	www.uni-koeln.de/	University of Cologne	grid.6190.e	10282	Albertus-Magnus-Platz	NA	NA	50923	Köln	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	501100008001	NA	NA	Universität	university	www.ub.uni-koeln.de/forschen_publizieren/publizieren/open_access_publizieren/index_ger.html	01.12.2020	NA	NA	01.12.2020	edu-pub	https://www.ub.uni-koeln.de/forschen_publizieren/open_access/index_ger.html#e48142	13.06.2021	halassy[at]ub[​dot]uni-koeln[​dot]de	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	01.12.2020	http://kups.ub.uni-koeln.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		01.12.2020
Nordrhein-Westfalen	Universität Paderborn	Paderborn	Universität Paderborn	University of Paderborn	https://ror.org/058kzsd48	grid.5659.f	Q679134	Universität	www.uni-paderborn.de	Universität Paderborn	Paderborn	http://www.gerit.org/de/institutiondetail/10278	www.uni-paderborn.de	Paderborn University	grid.5659.f	10278	Warburger Straße	100	NA	33098	Paderborn	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	501100008007	NA	NA	Universität	university	www.ub.uni-paderborn.de/unterstuetzung/open-access	24.11.2020	NA	NA	24.11.2020	Team Publikationsservice	https://digital.ub.uni-paderborn.de/ubpb/wiki/help	13.06.2021	publikationsservice[at]ub[​dot]uni-paderborn[​dot]de	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	01.12.2020	digital.ub.uni-paderborn.de/ubpb	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		01.12.2020
Nordrhein-Westfalen	Universität Witten/Herdecke	Witten	NA	Witten/Herdecke University	https://ror.org/00yq55g44	grid.412581.b	Q314305	Universität	www.uni-wh.de	Universität Witten/Herdecke	Witten	http://www.gerit.org/de/institutiondetail/10290	www.uni-wh.de	Witten/Herdecke University	grid.412581.b	10290	Alfred-Herrhausen-Straße	50	NA	58455	Witten	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	https://www.uni-wh.de/studium/bibliothek/	13.05	NA	NA	NA	NA	NA	NA	NA	ja	13.06.2021	https://www.uni-wh.de/forschung/#open-access-policy		NA	NA			Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		14.06.2021
Nordrhein-Westfalen	Bergische Universität Wuppertal	Wuppertal	Bergische Universität Wuppertal	University of Wuppertal	https://ror.org/00613ak93	grid.7787.f	Q447953	Universität	www.uni-wuppertal.de	Bergische Universität Wuppertal	Wuppertal	http://www.gerit.org/de/institutiondetail/10286	www.uni-wuppertal.de	The University of Wuppertal	grid.7787.f	10286	Gaußstraße	20	NA	42119	Wuppertal	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	www.bib.uni-wuppertal.de/de/open-access.html	24.11.2020	NA	NA	24.11.2020	Recherche fehlt	www.bib.uni-wuppertal.de/de/open-access.html	04.01.2021	schaeffer[at]uni-wuppertal[​dot]de	nein	NA	NA		NA	NA			ja	Eigenmittel	ja	www.bib.uni-wuppertal.de/de/open-access/publikationsfonds.html	nein	NA	24.11.2020	http://elpub.bib.uni-wuppertal.de/?lang=de	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	08.07.2021	nein	NA		nein		nein		24.11.2020
Rheinland-Pfalz	Fraunhofer-Institut für Experimentelles Software Engineering (IESE)	Kaiserslautern	Fraunhofer-Institut für Experimentelles Software Engineering (IESE)	NA	https://ror.org/00r1wdc11	grid.469863.6	Q1451983	Forschungsorganisation: Frauenhofer-Gesellschaft	www.iese.fraunhofer.de/	Fraunhofer-Institut für Experimentelles Software Engineering (IESE)	Kaiserslautern	http://www.gerit.org/de/institutiondetail/10685	www.iese.fraunhofer.de/	Fraunhofer Institute for Experimental Software Engineering (IESE)	grid.469863.6	10685	Fraunhofer-Platz	1	NA	67663	Kaiserslautern	Ingenieurwissenschaften	Informatik	Angewandte Informatik	NA	NA	NA	FhG	Fraunhofer	https://www.openaccess.fraunhofer.de/	28.06.2021	NA	NA	NA	Research Services & Open Science	https://irb.fraunhofer.de/de/research-services.html	28.06.2021	NA	ja, als FhG	Juni 2008	https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf		https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf	Oktober 2015			ja	Eigenmittel; über FhG-Publikationsfonds	ja	NA	NA	NA	Recherche fehlt	https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als FhG	22.10.2003	28.06.2021	nein	NA		nein		nein		14.06.2021
Rheinland-Pfalz	Fraunhofer-Institut für Mikrotechnik und Mikrosysteme IMM	Mainz	Fraunhofer-Institut für Mikrotechnik und Mikrosysteme IMM	NA	https://ror.org/00bkxry42	grid.28894.3f	Q6736848	Forschungsorganisation: Frauenhofer-Gesellschaft	www.imm.fraunhofer.de/	Fraunhofer-Institut für Mikrotechnik und Mikrosysteme IMM	Mainz	http://www.gerit.org/de/institutiondetail/10604	www.imm.fraunhofer.de/	Fraunhofer Institute for Microengineering and Microsystems IMM	NA	10604	Carl-Zeiss-Straße	18-20	NA	55129	Mainz	Ingenieurwissenschaften	Elektrotechnik und Informationstechnik	Mikrosystemtechnik	NA	NA	NA	FhG	Fraunhofer	https://www.openaccess.fraunhofer.de/	28.06.2021	NA	NA	NA	Research Services & Open Science	https://irb.fraunhofer.de/de/research-services.html	28.06.2021	NA	ja, als FhG	Juni 2008	https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf		https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf	Oktober 2015			ja	Eigenmittel; über FhG-Publikationsfonds	ja	NA	NA	NA	Recherche fehlt	https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als FhG	22.10.2003	28.06.2021	nein	NA		nein		nein		14.06.2021
Rheinland-Pfalz	Fraunhofer-Institut für Techno- und Wirtschaftsmathematik (ITWM)	Kaiserslautern	Fraunhofer-Institut für Techno- und Wirtschaftsmathematik (ITWM)	NA	https://ror.org/019hjw009	grid.461635.3	Q1452034	Forschungsorganisation: Frauenhofer-Gesellschaft	www.itwm.fraunhofer.de/	Fraunhofer-Institut für Techno- und Wirtschaftsmathematik (ITWM)	Kaiserslautern	http://www.gerit.org/de/institutiondetail/10825	www.itwm.fraunhofer.de/	Fraunhofer Institute for Industrial Mathematics (ITWM)	NA	10825	Fraunhofer-Platz	1	NA	67663	Kaiserslautern	Mathematik, Naturwissenschaften	Mathematik	Angewandte Mathematik	NA	NA	NA	FhG	Fraunhofer	https://www.openaccess.fraunhofer.de/	28.06.2021	NA	NA	NA	Research Services & Open Science	https://irb.fraunhofer.de/de/research-services.html	28.06.2021	NA	ja, als FhG	Juni 2008	https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf		https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf	Oktober 2015			ja	Eigenmittel; über FhG-Publikationsfonds	ja	NA	NA	NA	Recherche fehlt	https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als FhG	22.10.2003	28.06.2021	nein	NA		nein		nein		14.06.2021
Rheinland-Pfalz	Leibniz-Institut für Europäische Geschichte (IEG)	Mainz	Leibniz-Institut für Europäische Geschichte (IEG)	Leibniz Institute of European History	https://ror.org/059dyrr28	grid.461633.5	Q327772	Forschungsorganisation: Leibniz-Gemeinschaft	www.ieg-mainz.de	Leibniz-Institut für Europäische Geschichte (IEG)	Mainz	http://www.gerit.org/de/institutiondetail/10569	www.ieg-mainz.de	Leibniz Institute of European History (IEG)	grid.461633.5	10569	Alte Universitätsstraße	19	NA	55116	Mainz	Geisteswissenschaften	Geschichte	Geschichte allgemein	NA	NA	NA	WGL	Leibniz	https://www.ieg-mainz.de/open_access_policy	26.02.2021	NA	NA	26.02.2021	Dr. Ines Grund	https://www.ieg-mainz.de/institut/personen/grund	26.02.2021	grund[at]ieg-mainz[​dot]de	ja	08.2018	https://www.ieg-mainz.de/open_access_policy		NA	NA			nein	NA	NA	NA	NA	NA	26.02.2021	http://www.leibnizopen.de/home/index.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Rheinland-Pfalz	Leibniz-Institut für Psychologie (ZPID)	Trier	Leibniz-Institut für Psychologie (ZPID)	Leibniz Institute for Psychology Information	https://ror.org/0165gz615	grid.470177.2	Q1681243	Forschungsorganisation: Leibniz-Gemeinschaft	www.leibniz-psychology.org/	Leibniz-Institut für Psychologie (ZPID)	Trier	http://www.gerit.org/de/institutiondetail/972246	www.leibniz-psychology.org/	Leibniz Institute for Psychology	NA	972246	Universitätsring	15	NA	54296	Trier	Rechts-, Wirtschafts- und Sozialwissenschaften	Psychologie	Psychologie allgemein	NA	NA	NA	WGL	Leibniz	https://leibniz-psychology.org/sonstiges/open-access-policy/	26.02.2021	NA	NA	26.02.2021	Roland Ramthun	https://leibniz-psychology.org/sonstiges/open-access-policy/	26.02.2021	rr[at]leibniz-psychology[​dot]org	ja	08.08.2018	https://leibniz-psychology.org/sonstiges/open-access-policy/		NA	NA			ja	über WGL Publikationsfonds	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html	26.02.2021	https://www.psycharchives.org/	nein	NA	13.06.2021	PsychOpen	https://www.psychopen.eu/for-editors/	12.05.2021	NA	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Rheinland-Pfalz	Leibniz-Institut für Resilienzforschung (LIR)	Mainz	Leibniz-Institut für Resilienzforschung (LIR)	Leibniz Institute for Resilience Research	https://ror.org/00q5t0010	grid.509458.5	Q84938768	Forschungsorganisation: Leibniz-Gemeinschaft	www.lir-mainz.de/	Leibniz-Institut für Resilienzforschung (LIR)	Mainz	http://www.gerit.org/de/institutiondetail/417993509	lir-mainz.de/	NA	NA	417993509	Wallstraße	7	NA	55122	Mainz	Humanmedizin/Gesundheitswissenschaften	Vorklinische Humanmedizin (einschl. Zahnmedizin)	Medizinische Psychologie	NA	NA	NA	WGL	Leibniz	NA	26.02.2021	NA	NA	26.02.2021	NA	NA	26.02.2021	NA	ja	22.11.2016	https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf		NA	NA			ja	über WGL Publikationsfonds	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html	nein		26.02.2021	http://www.leibnizopen.de/home/index.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		07.05.2021
Rheinland-Pfalz	Römisch-Germanisches Zentralmuseum (RGZM) - Leibniz-Forschungsinstitut für Archäologie	Mainz	Römisch-Germanisches Zentralmuseum (RGZM) - Leibniz-Forschungsinstitut für Archäologie	Romano-Germanic Central Museum	https://ror.org/0483qx226	grid.461784.8	Q878029	Forschungsorganisation: Leibniz-Gemeinschaft	www.web.rgzm.de/	Römisch-Germanisches Zentralmuseum (RGZM) - Leibniz-Forschungsinstitut für Archäologie	Mainz	http://www.gerit.org/de/institutiondetail/10472	web.rgzm.de/	Roman-Germanic Central Museum (RGZM) Leibniz Research Institute for Archaeology	grid.461784.8	10472	Ernst-Ludwig-Platz	2	NA	55116	Mainz	Geisteswissenschaften	Geschichte	Alte Geschichte	NA	NA	NA	WGL	Leibniz	https://web.rgzm.de/publikationen/rgzm-open-access/	26.02.2021	NA	NA	26.02.2021	NA	NA	26.02.2021	NA	ja	22.11.2016	https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf		NA	NA			ja	über WGL Publikationsfonds	nein	NA	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html	26.02.2021	http://www.leibnizopen.de/home/index.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Rheinland-Pfalz	Leibniz-Institut für Verbundwerkstoffe (IVW)	Kaiserslautern	NA	Institute for Composite Materials	https://ror.org/03ep3q589	grid.29160.3c	Q30279546	Forschungsorganisation: Leibniz-Gemeinschaft	www.ivw.uni-kl.de/	Leibniz-Institut für Verbundwerkstoffe (IVW)	Kaiserslautern	http://www.gerit.org/de/institutiondetail/10606	www.ivw.uni-kl.de/	Leibniz Institute for Composite Materials (IVW)	NA	10606	Erwin-Schrödinger-Straße	58	NA	67663	Kaiserslautern	Ingenieurwissenschaften	Maschinenbau/Verfahrenstechnik	Kunststofftechnik	NA	NA	NA	WGL	Leibniz	NA	07.07.2021	NA	NA	NA	NA	NA	NA	NA	ja	22.11.2016	https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf		NA	NA			NA	NA	NA	NA	NA	NA	Recherche fehlt	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA		nein	NA		nein		nein		14.06.2021
Rheinland-Pfalz	Max-Planck-Institut für Chemie (Otto-Hahn-Institut)	Mainz	Max-Planck-Institut für Chemie (Otto-Hahn-Institut)	Max Planck Institute for Chemistry	https://ror.org/02f5b7n18	grid.419509.0	Q832808	Forschungsorganisation: Max-Planck-Gesellschaft	www.mpic.de/	Max-Planck-Institut für Chemie (Otto-Hahn-Institut)	Mainz	http://www.gerit.org/de/institutiondetail/10333	www.mpic.de/	Max Planck Institute for Chemistry (Otto Hahn Institute)	grid.419509.0	10333	Hahn-Meitner-Weg	1	NA	55128	Mainz	Mathematik, Naturwissenschaften	Chemie	Chemie allgemein	NA	NA	NA	MPG	Max Planck	www.mpic.de/4136348/open-access	01.03.2021	NA	NA	01.03.2021	NA	NA	26.02.2021	NA	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	01.03.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		01.03.2021
Rheinland-Pfalz	Max-Planck-Institut für Polymerforschung	Mainz	Max-Planck-Institut für Polymerforschung	Max Planck Institute for Polymer Research	https://ror.org/00sb7hc59	grid.419547.a	Q876629	Forschungsorganisation: Max-Planck-Gesellschaft	www.mpip-mainz.mpg.de	Max-Planck-Institut für Polymerforschung	Mainz	http://www.gerit.org/de/institutiondetail/10334	www.mpip-mainz.mpg.de	Max Planck Institute for Polymer Research	grid.419547.a	10334	Ackermannweg	10	NA	55128	Mainz	Mathematik, Naturwissenschaften	Physik, Astronomie	Materialphysik	NA	NA	NA	MPG	Max Planck	NA	01.03.2021	NA	NA	01.03.2021	NA	NA	01.03.2021	NA	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	01.03.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		01.03.2021
Rheinland-Pfalz	Hochschule Kaiserslautern	Kaiserslautern	Hochschule Kaiserslautern	NA	https://ror.org/05dkqa017	grid.42283.3f	Q1391198	Hochschule	www.hs-kl.de/	Hochschule Kaiserslautern	Kaiserslautern	http://www.gerit.org/de/institutiondetail/10330	www.hs-kl.de	Hochschule Kaiserslautern University of Applied Sciences	grid.42283.3f	NA	Schoenstraße	11	NA	67659	Kaiserslautern	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	28.12.2020	NA	NA	28.12.2020	Recherche fehlt	NA	28.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	28.12.2020	kluedo.ub.uni-kl.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja	01.02.2021		nein	NA		nein		nein		28.12.2020
Rheinland-Pfalz	Max-Planck-Institut für Softwaresysteme, Standort Kaiserslautern Kaiserslautern	Kaiserslautern	Max-Planck-Institut für Softwaresysteme, Standort Kaiserslautern Kaiserslautern	NA	NA	NA	NA	Forschungsorganisation: Max-Planck-Gesellschaft	https://www.mpg.de/914864/softwaresysteme_kaiserslautern	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44256	NA	NA	1.3.2021	Recherche fehlt	NA	01.03.2021	NA	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	44256	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		07.05.2021
Rheinland-Pfalz	Bundesanstalt für Gewässerkunde (BfG)	Koblenz	NA	NA	https://ror.org/03kdvpr29	grid.425106.4	Q1005530	Ressortforschung	www.bafg.de/DE/Home/homepage_node.html	Bundesanstalt für Gewässerkunde (BfG)	Koblenz	http://www.gerit.org/de/institutiondetail/10583	www.bafg.de/DE/Home/homepage_node.html	German Federal Institute of Hydrology (BfG)	NA	NA	Am Mainzer Tor	1	NA	56068	Koblenz	Ingenieurwissenschaften	Bauingenieurwesen	Wasserbau, -wesen	NA	NA	NA	Bundesforschung	NA	Recherche fehlt	Recherche fehlt	Recherche fehlt	NA	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt		Recherche fehlt	Recherche fehlt			Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA		nein	NA		nein		nein		14.06.2021
